Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
44217,V6,78,A19,A44
44218,V25,91,A71,A96
44219,V22,23,A41,A92
44220,V25,83,A19,A64
44221,V10,89,A25,A46
44222,V11,75,A79,A92
44223,V17,82,A72,A75
44224,V26,38,A84,A99
44225,V17,55,A15,A38
44226,V3,96,A44,A66
44227,V12,39,A75,A82
44228,V25,79,A12,A76
44229,V24,21,A63,A93
44230,V2,94,A36,A99
44231,V26,44,A48,A92
44232,V16,75,A52,A81
44233,V25,21,A88,A99
44234,V1,37,A50,A91
44235,V13,94,A28,A78
44236,V10,57,A61,A90
44237,V25,41,A35,A60
44238,V19,28,A61,A68
44239,V21,75,A75,A91
44240,V24,24,A28,A56
44241,V6,30,A80,A83
44242,V4,82,A46,A93
44243,V27,98,A29,A33
44244,V12,61,A48,A88
44245,V10,26,A79,A85
44246,V16,82,A5,A23
44247,V6,88,A81,A82
44248,V8,21,A10,A43
44249,V2,88,A22,A65
44250,V17,93,A93,A94
44251,V10,40,A89,A95
44252,V16,61,A20,A97
44253,V12,30,A10,A21
44254,V19,63,A53,A92
44255,V21,59,A10,A64
44256,V14,82,A66,A94
44257,V16,74,A22,A23
44258,V20,74,A97,A100
44259,V25,29,A46,A88
44260,V2,30,A26,A72
44261,V3,76,A46,A99
44262,V18,28,A39,A64
44263,V18,53,A85,A93
44264,V17,89,A36,A58
44265,V15,91,A74,A89
44266,V19,68,A51,A69
44267,V15,77,A80,A96
44268,V19,91,A50,A77
44269,V23,30,A46,A68
44270,V25,33,A71,A79
44271,V12,20,A81,A87
44272,V2,81,A15,A51
44273,V24,27,A38,A96
44274,V14,61,A98,A99
44275,V13,27,A85,A90
44276,V6,74,A67,A70
44277,V20,53,A47,A78
44278,V3,45,A96,A99
44279,V19,26,A59,A92
44280,V14,78,A78,A94
44281,V30,60,A72,A87
44282,V29,22,A10,A76
44283,V2,23,A84,A95
44284,V24,38,A51,A88
44285,V15,99,A48,A58
44286,V27,65,A5,A47
44287,V17,35,A37,A75
44288,V16,25,A3,A82
44289,V21,70,A48,A58
44290,V8,86,A8,A60
44291,V21,36,A27,A51
44292,V18,51,A15,A22
44293,V26,66,A89,A91
44294,V12,55,A6,A12
44295,V3,35,A73,A77
44296,V18,96,A92,A96
44297,V8,98,A95,A100
44298,V1,39,A35,A67
44299,V4,22,A74,A100
44300,V1,33,A5,A56
44301,V21,22,A28,A98
44302,V6,98,A81,A85
44303,V12,52,A86,A94
44304,V9,72,A32,A72
44305,V1,39,A89,A100
44306,V12,87,A79,A82
44307,V20,35,A70,A88
44308,V18,60,A42,A82
44309,V3,90,A83,A99
44310,V30,49,A83,A100
44311,V26,64,A96,A100
44312,V30,28,A28,A46
44313,V10,60,A75,A80
44314,V12,35,A16,A92
44315,V21,71,A98,A100
44316,V11,56,A95,A97
44317,V17,68,A39,A61
44318,V4,75,A1,A35
44319,V25,93,A30,A40
44320,V29,49,A26,A66
44321,V20,79,A11,A47
44322,V9,68,A61,A97
44323,V6,42,A24,A59
44324,V25,71,A25,A41
44325,V6,36,A88,A94
44326,V6,58,A53,A97
44327,V21,59,A36,A43
44328,V28,89,A25,A50
44329,V15,78,A34,A55
44330,V19,54,A72,A94
44331,V23,24,A95,A97
44332,V20,45,A59,A82
44333,V19,96,A83,A84
44334,V25,84,A37,A38
44335,V20,65,A82,A96
44336,V1,91,A91,A92
44337,V26,36,A53,A65
44338,V3,75,A49,A85
44339,V30,54,A81,A97
44340,V20,98,A49,A94
44341,V29,48,A15,A48
44342,V2,62,A3,A87
44343,V15,28,A30,A43
44344,V1,36,A69,A99
44345,V19,81,A45,A96
44346,V2,66,A51,A62
44347,V26,44,A53,A89
44348,V21,74,A17,A74
44349,V4,51,A19,A98
44350,V24,47,A55,A76
44351,V11,30,A32,A71
44352,V24,64,A65,A68
44353,V30,48,A68,A85
44354,V15,64,A8,A12
44355,V13,58,A22,A45
44356,V14,98,A85,A90
44357,V19,27,A85,A87
44358,V27,28,A99,A100
44359,V26,92,A31,A58
44360,V2,69,A35,A54
44361,V4,59,A52,A58
44362,V15,22,A89,A99
44363,V21,49,A49,A79
44364,V14,64,A48,A54
44365,V7,31,A3,A31
44366,V17,29,A27,A80
44367,V2,78,A74,A89
44368,V22,77,A39,A84
44369,V25,48,A34,A41
44370,V11,38,A29,A32
44371,V2,23,A35,A100
44372,V19,93,A57,A58
44373,V24,92,A42,A46
44374,V20,43,A9,A66
44375,V26,60,A9,A51
44376,V11,99,A35,A36
44377,V2,43,A1,A14
44378,V28,74,A42,A46
44379,V13,97,A37,A88
44380,V15,55,A84,A94
44381,V11,91,A32,A60
44382,V23,20,A77,A98
44383,V30,25,A28,A73
44384,V19,91,A35,A86
44385,V11,54,A45,A74
44386,V22,95,A72,A81
44387,V15,53,A95,A97
44388,V20,42,A34,A38
44389,V24,90,A32,A46
44390,V17,98,A70,A83
44391,V3,25,A88,A89
44392,V4,31,A42,A77
44393,V25,33,A76,A92
44394,V5,84,A76,A81
44395,V12,22,A18,A97
44396,V17,52,A50,A92
44397,V22,75,A7,A51
44398,V24,79,A84,A100
44399,V22,67,A89,A96
44400,V18,83,A66,A99
44401,V12,93,A47,A76
44402,V11,70,A35,A90
44403,V28,62,A56,A82
44404,V7,57,A17,A67
44405,V11,43,A16,A43
44406,V11,79,A10,A16
44407,V7,71,A77,A84
44408,V17,75,A41,A63
44409,V10,54,A84,A97
44410,V12,75,A19,A55
44411,V23,37,A35,A73
44412,V22,83,A89,A91
44413,V17,84,A74,A96
44414,V13,99,A26,A65
44415,V26,35,A42,A86
44416,V9,72,A49,A50
44417,V17,61,A85,A97
44418,V10,76,A37,A71
44419,V5,50,A96,A97
44420,V2,43,A45,A47
44421,V16,88,A87,A100
44422,V16,79,A23,A67
44423,V11,95,A13,A91
44424,V9,33,A3,A70
44425,V12,91,A57,A59
44426,V30,68,A69,A90
44427,V8,91,A32,A92
44428,V26,26,A71,A87
44429,V16,73,A5,A13
44430,V18,37,A3,A35
44431,V23,52,A10,A25
44432,V8,76,A32,A87
44433,V20,48,A38,A58
44434,V22,72,A24,A77
44435,V4,62,A20,A56
44436,V29,32,A27,A58
44437,V9,68,A70,A98
44438,V6,84,A35,A87
44439,V9,86,A27,A37
44440,V27,94,A54,A63
44441,V22,44,A24,A55
44442,V19,79,A39,A70
44443,V27,37,A99,A100
44444,V12,22,A27,A42
44445,V9,61,A40,A74
44446,V16,33,A67,A68
44447,V25,80,A77,A79
44448,V23,73,A93,A99
44449,V7,38,A88,A96
44450,V27,56,A85,A87
44451,V16,52,A72,A97
44452,V5,42,A89,A92
44453,V17,79,A83,A100
44454,V22,38,A91,A95
44455,V30,63,A44,A92
44456,V11,60,A42,A57
44457,V9,78,A60,A70
44458,V2,88,A87,A89
44459,V21,66,A63,A92
44460,V6,84,A59,A60
44461,V12,27,A27,A82
44462,V1,35,A54,A60
44463,V30,41,A81,A96
44464,V26,52,A60,A98
44465,V11,89,A67,A92
44466,V9,25,A47,A93
44467,V14,74,A37,A61
44468,V5,27,A89,A97
44469,V30,96,A89,A94
44470,V28,31,A61,A68
44471,V1,80,A6,A16
44472,V29,49,A64,A79
44473,V18,96,A38,A81
44474,V6,40,A83,A97
44475,V6,58,A49,A78
44476,V13,52,A11,A20
44477,V23,94,A85,A86
44478,V10,56,A56,A92
44479,V30,32,A4,A97
44480,V15,85,A95,A99
44481,V28,57,A15,A32
44482,V23,79,A18,A65
44483,V30,34,A62,A68
44484,V10,35,A37,A98
44485,V8,86,A97,A99
44486,V4,28,A11,A79
44487,V20,45,A88,A93
44488,V16,41,A24,A26
44489,V26,37,A94,A97
44490,V10,68,A34,A38
44491,V13,65,A96,A99
44492,V14,21,A46,A77
44493,V15,93,A47,A68
44494,V6,34,A21,A44
44495,V12,60,A67,A95
44496,V15,23,A37,A95
44497,V6,20,A53,A97
44498,V22,59,A90,A96
44499,V27,88,A80,A84
44500,V21,58,A3,A13
44501,V27,97,A84,A98
44502,V4,31,A83,A91
44503,V1,56,A38,A78
44504,V10,75,A43,A79
44505,V24,43,A76,A96
44506,V15,74,A70,A88
44507,V30,62,A48,A89
44508,V12,52,A58,A78
44509,V9,50,A7,A81
44510,V8,43,A38,A73
44511,V2,60,A13,A73
44512,V21,98,A71,A80
44513,V1,62,A43,A64
44514,V3,25,A26,A50
44515,V9,47,A68,A86
44516,V24,45,A79,A97
44517,V13,49,A96,A97
44518,V29,44,A11,A42
44519,V30,85,A64,A82
44520,V1,40,A81,A90
44521,V5,58,A70,A91
44522,V12,35,A65,A70
44523,V12,76,A36,A41
44524,V14,29,A84,A96
44525,V27,86,A54,A58
44526,V8,39,A46,A96
44527,V17,79,A34,A92
44528,V6,61,A10,A99
44529,V6,22,A32,A62
44530,V27,88,A17,A59
44531,V26,44,A52,A88
44532,V7,74,A54,A56
44533,V30,57,A15,A92
44534,V20,83,A59,A69
44535,V23,21,A98,A99
44536,V19,29,A21,A80
44537,V17,76,A67,A76
44538,V26,45,A34,A58
44539,V11,37,A92,A93
44540,V8,68,A6,A28
44541,V6,29,A58,A81
44542,V5,60,A69,A75
44543,V10,29,A75,A91
44544,V17,98,A50,A75
44545,V10,46,A23,A99
44546,V24,96,A30,A92
44547,V3,72,A22,A92
44548,V15,82,A7,A47
44549,V24,96,A3,A70
44550,V21,42,A75,A77
44551,V13,27,A6,A38
44552,V1,99,A6,A14
44553,V17,96,A51,A89
44554,V18,83,A31,A53
44555,V26,80,A58,A92
44556,V28,47,A10,A72
44557,V16,76,A28,A33
44558,V21,41,A69,A70
44559,V22,52,A73,A94
44560,V3,66,A53,A90
44561,V6,61,A50,A57
44562,V25,79,A37,A56
44563,V1,80,A83,A100
44564,V22,82,A13,A79
44565,V14,28,A7,A41
44566,V18,95,A52,A69
44567,V15,59,A58,A85
44568,V19,48,A30,A99
44569,V6,71,A7,A84
44570,V20,92,A78,A85
44571,V21,66,A43,A72
44572,V30,45,A48,A73
44573,V5,78,A61,A78
44574,V21,27,A51,A76
44575,V24,71,A24,A28
44576,V29,28,A26,A54
44577,V28,56,A86,A92
44578,V28,93,A91,A99
44579,V15,96,A23,A36
44580,V29,56,A92,A99
44581,V7,58,A7,A58
44582,V15,84,A48,A98
44583,V9,78,A84,A85
44584,V2,67,A50,A79
44585,V1,74,A67,A74
44586,V22,89,A1,A46
44587,V30,88,A30,A38
44588,V27,36,A41,A71
44589,V26,29,A37,A67
44590,V9,57,A13,A31
44591,V10,24,A32,A95
44592,V15,94,A67,A69
44593,V24,77,A26,A29
44594,V11,22,A51,A92
44595,V28,97,A8,A86
44596,V17,42,A52,A72
44597,V23,73,A58,A84
44598,V12,38,A53,A87
44599,V14,78,A77,A89
44600,V29,77,A74,A91
44601,V12,21,A18,A62
44602,V21,38,A85,A93
44603,V11,54,A73,A95
44604,V6,96,A43,A70
44605,V17,86,A97,A100
44606,V1,47,A40,A95
44607,V18,29,A42,A88
44608,V7,76,A20,A91
44609,V29,23,A79,A98
44610,V22,26,A29,A61
44611,V13,64,A67,A99
44612,V17,85,A27,A61
44613,V20,55,A92,A98
44614,V25,42,A69,A84
44615,V15,51,A5,A56
44616,V4,94,A67,A89
44617,V26,76,A75,A94
44618,V11,82,A3,A77
44619,V7,61,A60,A88
44620,V30,65,A20,A51
44621,V25,71,A46,A87
44622,V13,88,A18,A29
44623,V5,73,A93,A100
44624,V27,46,A13,A72
44625,V4,57,A72,A98
44626,V1,60,A92,A96
44627,V22,87,A98,A99
44628,V15,95,A9,A88
44629,V21,42,A33,A56
44630,V11,32,A6,A14
44631,V18,62,A58,A74
44632,V1,37,A21,A45
44633,V12,64,A77,A82
44634,V13,61,A55,A72
44635,V23,33,A81,A95
44636,V11,47,A60,A71
44637,V18,40,A69,A96
44638,V11,30,A74,A96
44639,V20,43,A19,A85
44640,V18,92,A70,A83
44641,V7,35,A20,A73
44642,V30,37,A76,A96
44643,V2,83,A69,A71
44644,V2,94,A46,A62
44645,V14,88,A38,A55
44646,V7,58,A85,A90
44647,V28,41,A89,A99
44648,V3,55,A78,A84
44649,V14,96,A46,A73
44650,V19,77,A53,A63
44651,V24,52,A4,A87
44652,V4,34,A75,A77
44653,V27,26,A30,A68
44654,V1,90,A65,A75
44655,V16,86,A24,A50
44656,V8,94,A55,A95
44657,V5,58,A80,A90
44658,V15,68,A25,A92
44659,V11,74,A46,A66
44660,V11,21,A1,A80
44661,V3,80,A3,A76
44662,V18,67,A32,A86
44663,V29,41,A57,A60
44664,V5,58,A41,A53
44665,V4,57,A6,A36
44666,V21,95,A3,A82
44667,V1,56,A32,A39
44668,V16,83,A5,A83
44669,V5,44,A50,A74
44670,V17,22,A31,A57
44671,V14,72,A53,A57
44672,V11,37,A30,A59
44673,V4,51,A73,A81
44674,V19,90,A10,A85
44675,V10,76,A27,A35
44676,V9,63,A13,A24
44677,V20,50,A98,A100
44678,V23,64,A92,A93
44679,V29,34,A12,A16
44680,V12,44,A73,A81
44681,V29,75,A71,A72
44682,V24,46,A77,A88
44683,V11,67,A68,A69
44684,V26,83,A46,A64
44685,V25,70,A39,A64
44686,V15,85,A40,A88
44687,V15,94,A61,A75
44688,V12,46,A85,A100
44689,V6,54,A11,A75
44690,V30,99,A57,A94
44691,V19,58,A8,A28
44692,V8,93,A59,A63
44693,V4,95,A46,A97
44694,V4,69,A25,A63
44695,V7,57,A2,A84
44696,V22,37,A60,A67
44697,V13,49,A22,A76
44698,V15,98,A28,A58
44699,V21,29,A7,A21
44700,V4,92,A16,A92
44701,V30,91,A64,A90
44702,V21,85,A75,A77
44703,V7,59,A35,A72
44704,V17,76,A96,A99
44705,V20,31,A17,A62
44706,V9,89,A26,A91
44707,V23,87,A79,A98
44708,V3,91,A35,A40
44709,V9,98,A61,A65
44710,V1,27,A19,A87
44711,V2,30,A37,A66
44712,V30,97,A68,A93
44713,V25,63,A39,A45
44714,V27,66,A65,A82
44715,V27,93,A46,A65
44716,V2,61,A64,A73
44717,V12,64,A59,A60
44718,V19,74,A87,A99
44719,V4,91,A79,A95
44720,V19,65,A62,A80
44721,V22,27,A64,A93
44722,V17,37,A23,A37
44723,V15,45,A76,A89
44724,V8,54,A67,A68
44725,V22,47,A36,A55
44726,V3,51,A48,A97
44727,V9,87,A92,A94
44728,V11,52,A49,A82
44729,V21,72,A42,A77
44730,V4,28,A33,A40
44731,V28,74,A40,A74
44732,V20,70,A80,A100
44733,V12,60,A86,A92
44734,V25,41,A9,A89
44735,V2,81,A61,A84
44736,V20,72,A31,A89
44737,V12,98,A51,A71
44738,V3,53,A80,A88
44739,V15,80,A94,A98
44740,V22,98,A96,A98
44741,V30,22,A87,A96
44742,V20,92,A24,A61
44743,V13,79,A5,A82
44744,V1,84,A67,A95
44745,V20,70,A22,A30
44746,V26,40,A33,A55
44747,V14,57,A28,A39
44748,V23,23,A70,A97
44749,V14,44,A65,A78
44750,V14,40,A30,A76
44751,V22,96,A46,A90
44752,V4,82,A87,A96
44753,V26,46,A79,A89
44754,V6,83,A58,A69
44755,V25,59,A4,A34
44756,V17,33,A73,A93
44757,V12,89,A66,A86
44758,V24,59,A61,A85
44759,V10,73,A4,A76
44760,V21,62,A9,A45
44761,V24,62,A66,A78
44762,V20,88,A72,A83
44763,V30,45,A40,A87
44764,V7,58,A77,A82
44765,V12,30,A62,A64
44766,V11,75,A51,A75
44767,V16,74,A1,A86
44768,V28,58,A64,A82
44769,V5,48,A64,A87
44770,V29,70,A68,A96
44771,V1,78,A51,A58
44772,V26,32,A52,A68
44773,V12,51,A50,A58
44774,V7,55,A12,A15
44775,V22,99,A9,A52
44776,V22,90,A88,A93
44777,V2,38,A43,A49
44778,V2,60,A84,A95
44779,V6,42,A84,A96
44780,V10,90,A17,A68
44781,V7,75,A36,A69
44782,V1,92,A75,A90
44783,V21,40,A96,A100
44784,V23,77,A41,A93
44785,V17,61,A70,A77
44786,V3,56,A86,A99
44787,V28,41,A86,A97
44788,V13,40,A39,A90
44789,V2,90,A93,A99
44790,V6,21,A97,A99
44791,V29,36,A50,A58
44792,V28,28,A11,A91
44793,V9,65,A66,A69
44794,V20,55,A5,A71
44795,V16,75,A43,A87
44796,V29,79,A43,A66
44797,V19,62,A8,A68
44798,V1,47,A19,A38
44799,V7,32,A83,A93
44800,V9,91,A17,A35
44801,V23,38,A61,A86
44802,V10,24,A31,A98
44803,V28,32,A25,A91
44804,V3,45,A43,A63
44805,V30,52,A76,A88
44806,V18,96,A86,A100
44807,V18,83,A72,A93
44808,V13,41,A35,A40
44809,V7,35,A65,A87
44810,V8,49,A92,A94
44811,V1,69,A19,A49
44812,V14,51,A80,A83
44813,V20,90,A63,A89
44814,V14,53,A53,A83
44815,V2,81,A43,A76
44816,V28,91,A30,A36
44817,V16,87,A94,A100
44818,V23,74,A21,A32
44819,V8,20,A95,A98
44820,V25,60,A74,A100
44821,V4,27,A22,A68
44822,V2,21,A43,A81
44823,V19,82,A41,A55
44824,V26,60,A91,A93
44825,V19,57,A1,A54
44826,V28,94,A56,A98
44827,V16,90,A79,A81
44828,V26,51,A84,A93
44829,V14,70,A90,A96
44830,V13,77,A94,A96
44831,V15,30,A53,A79
44832,V7,85,A36,A99
44833,V23,31,A58,A76
44834,V9,99,A31,A44
44835,V9,75,A29,A93
44836,V22,36,A54,A85
44837,V25,61,A30,A50
44838,V15,86,A81,A89
44839,V9,30,A47,A63
44840,V30,82,A97,A100
44841,V18,77,A70,A77
44842,V13,60,A72,A94
44843,V7,37,A76,A83
44844,V30,53,A55,A97
44845,V6,20,A60,A90
44846,V25,37,A95,A98
44847,V28,87,A79,A98
44848,V30,30,A23,A83
44849,V25,57,A80,A97
44850,V24,67,A40,A68
44851,V4,76,A33,A82
44852,V1,41,A32,A93
44853,V5,71,A16,A26
44854,V25,77,A32,A35
44855,V14,76,A3,A85
44856,V28,60,A5,A98
44857,V8,27,A19,A39
44858,V12,66,A74,A97
44859,V9,98,A61,A76
44860,V13,67,A92,A94
44861,V19,66,A76,A83
44862,V5,45,A11,A64
44863,V19,85,A16,A82
44864,V27,77,A38,A69
44865,V7,40,A58,A71
44866,V30,24,A33,A77
44867,V21,82,A46,A65
44868,V6,82,A9,A20
44869,V14,71,A25,A98
44870,V12,39,A22,A74
44871,V26,54,A42,A61
44872,V8,53,A15,A35
44873,V3,73,A58,A88
44874,V15,69,A19,A82
44875,V28,47,A40,A54
44876,V15,96,A68,A74
44877,V24,71,A77,A81
44878,V16,93,A22,A87
44879,V2,69,A88,A96
44880,V25,41,A46,A78
44881,V15,47,A9,A46
44882,V17,66,A18,A86
44883,V23,45,A64,A68
44884,V12,98,A99,A100
44885,V27,78,A47,A54
44886,V19,48,A60,A77
44887,V25,39,A13,A28
44888,V6,60,A76,A92
44889,V12,75,A94,A99
44890,V24,43,A12,A24
44891,V10,43,A52,A90
44892,V12,39,A55,A63
44893,V5,68,A75,A94
44894,V1,82,A58,A59
44895,V19,68,A53,A71
44896,V2,91,A56,A93
44897,V2,44,A34,A88
44898,V26,60,A3,A78
44899,V3,79,A30,A41
44900,V2,62,A55,A68
44901,V8,90,A74,A90
44902,V8,96,A14,A70
44903,V4,38,A86,A87
44904,V5,58,A28,A41
44905,V19,65,A40,A47
44906,V25,37,A30,A96
44907,V22,96,A37,A98
44908,V2,69,A51,A95
44909,V29,95,A58,A69
44910,V28,62,A40,A52
44911,V17,35,A65,A76
44912,V30,47,A35,A74
44913,V14,23,A82,A89
44914,V9,35,A91,A94
44915,V17,70,A40,A55
44916,V17,63,A7,A70
44917,V28,65,A24,A92
44918,V17,91,A61,A87
44919,V12,79,A6,A36
44920,V3,49,A7,A85
44921,V7,69,A4,A11
44922,V16,24,A41,A86
44923,V26,29,A59,A64
44924,V8,79,A27,A66
44925,V10,58,A97,A99
44926,V8,24,A88,A91
44927,V3,74,A42,A87
44928,V4,39,A93,A96
44929,V10,77,A27,A69
44930,V28,27,A4,A57
44931,V13,91,A93,A100
44932,V30,43,A48,A82
44933,V30,90,A48,A83
44934,V17,22,A62,A66
44935,V23,41,A96,A99
44936,V4,56,A44,A66
44937,V2,30,A89,A100
44938,V19,88,A36,A53
44939,V24,82,A93,A100
44940,V18,21,A77,A96
44941,V15,30,A4,A68
44942,V8,74,A25,A93
44943,V20,83,A10,A63
44944,V13,61,A68,A77
44945,V18,90,A69,A85
44946,V22,33,A9,A10
44947,V28,25,A21,A93
44948,V15,69,A85,A91
44949,V12,32,A18,A68
44950,V26,29,A45,A94
44951,V25,98,A50,A78
44952,V10,58,A77,A97
44953,V11,83,A71,A79
44954,V13,51,A83,A92
44955,V14,91,A10,A22
44956,V15,89,A70,A74
44957,V13,97,A13,A15
44958,V14,50,A12,A25
44959,V22,46,A45,A55
44960,V22,57,A94,A98
44961,V3,34,A91,A92
44962,V26,20,A77,A96
44963,V17,76,A57,A99
44964,V21,48,A45,A95
44965,V2,73,A15,A89
44966,V1,98,A19,A98
44967,V21,80,A64,A79
44968,V16,82,A95,A96
44969,V25,44,A63,A98
44970,V20,23,A48,A54
44971,V24,26,A70,A91
44972,V1,91,A18,A20
44973,V24,90,A46,A94
44974,V30,97,A17,A28
44975,V24,56,A76,A82
44976,V6,66,A92,A95
44977,V21,54,A74,A87
44978,V18,28,A30,A39
44979,V8,83,A38,A75
44980,V22,96,A50,A70
44981,V26,83,A98,A99
44982,V7,76,A47,A92
44983,V8,23,A57,A99
44984,V12,87,A92,A95
44985,V24,80,A32,A68
44986,V17,54,A65,A75
44987,V6,45,A68,A99
44988,V10,82,A74,A85
44989,V25,81,A56,A92
44990,V3,26,A83,A91
44991,V30,87,A29,A47
44992,V30,32,A77,A84
44993,V3,44,A6,A25
44994,V16,87,A64,A75
44995,V21,75,A97,A98
44996,V25,61,A37,A57
44997,V8,78,A65,A94
44998,V16,33,A33,A39
44999,V23,37,A55,A73
45000,V25,70,A43,A70
45001,V15,62,A12,A61
45002,V4,74,A58,A71
45003,V11,90,A67,A68
45004,V27,27,A53,A70
45005,V30,54,A19,A41
45006,V7,46,A88,A97
45007,V3,36,A63,A99
45008,V19,64,A72,A91
45009,V9,74,A3,A39
45010,V2,89,A21,A89
45011,V19,77,A65,A89
45012,V6,81,A92,A97
45013,V22,57,A73,A94
45014,V28,29,A89,A98
45015,V1,54,A83,A85
45016,V11,49,A30,A37
45017,V24,77,A70,A96
45018,V24,87,A18,A43
45019,V17,71,A42,A72
45020,V13,63,A71,A94
45021,V8,57,A48,A67
45022,V26,49,A93,A94
45023,V9,58,A70,A86
45024,V22,94,A73,A75
45025,V27,38,A59,A85
45026,V15,95,A32,A91
45027,V15,30,A55,A90
45028,V24,69,A7,A42
45029,V13,53,A3,A9
45030,V11,89,A75,A84
45031,V10,72,A72,A87
45032,V29,80,A39,A40
45033,V12,97,A95,A98
45034,V23,46,A83,A98
45035,V27,49,A1,A45
45036,V29,59,A84,A97
45037,V25,23,A67,A75
45038,V20,57,A92,A99
45039,V9,49,A82,A84
45040,V12,64,A75,A98
45041,V9,88,A3,A11
45042,V8,37,A80,A86
45043,V27,67,A13,A22
45044,V11,49,A99,A100
45045,V19,30,A96,A98
45046,V17,98,A57,A71
45047,V16,94,A85,A89
45048,V17,78,A37,A97
45049,V10,34,A52,A62
45050,V4,58,A27,A55
45051,V10,92,A51,A95
45052,V15,95,A93,A100
45053,V18,25,A55,A100
45054,V24,23,A54,A75
45055,V5,53,A61,A68
45056,V18,30,A85,A92
45057,V29,93,A18,A70
45058,V20,81,A66,A95
45059,V30,49,A94,A96
45060,V27,41,A9,A32
45061,V5,25,A12,A78
45062,V17,76,A93,A94
45063,V7,38,A13,A20
45064,V3,41,A35,A79
45065,V12,60,A39,A70
45066,V20,41,A59,A74
45067,V11,23,A54,A67
45068,V8,75,A22,A44
45069,V5,43,A60,A79
45070,V27,52,A9,A94
45071,V2,34,A83,A99
45072,V14,85,A4,A52
45073,V8,52,A10,A37
45074,V22,21,A1,A56
45075,V14,44,A33,A57
45076,V7,73,A31,A97
45077,V21,24,A68,A77
45078,V26,59,A55,A79
45079,V18,58,A13,A57
45080,V29,78,A35,A53
45081,V22,62,A86,A91
45082,V29,90,A79,A86
45083,V20,23,A68,A95
45084,V27,28,A87,A93
45085,V1,90,A22,A89
45086,V3,83,A66,A86
45087,V11,42,A60,A61
45088,V12,68,A11,A77
45089,V8,56,A34,A63
45090,V30,83,A59,A91
45091,V6,95,A78,A83
45092,V12,25,A26,A87
45093,V29,93,A91,A97
45094,V8,49,A45,A53
45095,V10,51,A61,A84
45096,V7,79,A69,A75
45097,V1,53,A28,A44
45098,V14,93,A78,A92
45099,V7,62,A18,A72
45100,V18,93,A47,A80
45101,V14,78,A15,A51
45102,V22,55,A70,A91
45103,V3,32,A81,A90
45104,V16,68,A99,A100
45105,V23,44,A92,A97
45106,V23,32,A90,A92
45107,V29,29,A45,A85
45108,V7,44,A77,A88
45109,V1,20,A73,A91
45110,V19,38,A94,A100
45111,V1,64,A16,A75
45112,V22,65,A13,A50
45113,V4,92,A16,A95
45114,V27,51,A9,A24
45115,V12,27,A12,A54
45116,V12,88,A87,A90
45117,V26,22,A41,A91
45118,V19,94,A22,A84
45119,V13,47,A22,A46
45120,V6,68,A14,A66
45121,V24,83,A92,A96
45122,V15,85,A57,A87
45123,V12,53,A35,A47
45124,V17,62,A34,A96
45125,V2,72,A59,A90
45126,V24,37,A34,A39
45127,V13,64,A36,A71
45128,V25,49,A41,A58
45129,V13,66,A60,A100
45130,V24,91,A42,A71
45131,V18,90,A77,A96
45132,V18,38,A95,A98
45133,V19,50,A17,A96
45134,V22,56,A44,A64
45135,V26,48,A42,A58
45136,V26,24,A48,A57
45137,V22,71,A97,A100
45138,V23,84,A38,A63
45139,V24,45,A53,A93
45140,V25,98,A14,A28
45141,V17,39,A46,A75
45142,V28,59,A81,A86
45143,V8,33,A66,A67
45144,V1,33,A84,A91
45145,V26,77,A51,A92
45146,V9,92,A80,A100
45147,V10,92,A93,A95
45148,V22,31,A48,A78
45149,V14,97,A61,A82
45150,V28,96,A7,A99
45151,V26,55,A83,A93
45152,V20,20,A83,A94
45153,V8,95,A87,A88
45154,V24,44,A79,A98
45155,V11,71,A47,A93
45156,V14,63,A65,A96
45157,V4,29,A63,A78
45158,V12,22,A57,A87
45159,V8,33,A97,A100
45160,V1,28,A43,A48
45161,V13,93,A14,A60
45162,V30,35,A68,A98
45163,V21,80,A84,A93
45164,V30,46,A4,A70
45165,V29,58,A97,A99
45166,V1,48,A32,A87
45167,V15,27,A11,A88
45168,V26,53,A35,A73
45169,V19,30,A87,A97
45170,V14,77,A51,A97
45171,V14,21,A62,A64
45172,V18,98,A54,A75
45173,V10,46,A24,A94
45174,V20,69,A27,A54
45175,V1,36,A42,A97
45176,V8,55,A69,A70
45177,V16,46,A64,A70
45178,V6,21,A67,A86
45179,V25,25,A7,A44
45180,V29,56,A27,A76
45181,V22,87,A87,A91
45182,V28,85,A69,A87
45183,V22,56,A23,A56
45184,V6,37,A3,A23
45185,V4,89,A74,A84
45186,V25,90,A4,A15
45187,V2,69,A29,A37
45188,V19,74,A65,A89
45189,V9,80,A24,A49
45190,V10,38,A37,A83
45191,V9,52,A16,A59
45192,V7,27,A78,A84
45193,V25,62,A55,A98
45194,V1,55,A87,A96
45195,V23,68,A10,A26
45196,V14,42,A44,A49
45197,V12,54,A76,A88
45198,V22,55,A37,A56
45199,V14,56,A30,A83
45200,V14,83,A62,A83
45201,V7,47,A19,A83
45202,V7,35,A49,A69
45203,V22,57,A50,A98
45204,V11,90,A48,A77
45205,V13,87,A90,A98
45206,V20,89,A20,A90
45207,V7,23,A49,A85
45208,V4,77,A85,A87
45209,V5,30,A22,A79
45210,V17,44,A45,A46
45211,V25,57,A86,A89
45212,V17,93,A34,A97
45213,V18,65,A97,A100
