Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
4928,V5,43,A36,A39
4929,V3,38,A17,A27
4930,V5,56,A13,A47
4931,V5,22,A32,A40
4932,V2,40,A18,A26
4933,V5,41,A42,A46
4934,V7,53,A7,A17
4935,V8,78,A48,A49
4936,V3,86,A28,A44
4937,V6,33,A20,A50
4938,V10,39,A49,A50
4939,V7,51,A45,A47
4940,V2,92,A8,A43
4941,V7,62,A14,A40
4942,V7,85,A30,A32
4943,V6,34,A22,A28
4944,V5,46,A49,A50
4945,V6,90,A5,A49
4946,V2,84,A26,A34
4947,V4,50,A23,A34
4948,V5,20,A2,A36
4949,V6,39,A46,A50
4950,V10,22,A8,A43
4951,V2,81,A28,A42
4952,V6,27,A8,A22
4953,V8,69,A46,A49
4954,V9,33,A23,A49
4955,V6,57,A45,A49
4956,V1,84,A2,A27
4957,V8,90,A17,A21
4958,V8,56,A35,A42
4959,V8,96,A34,A46
4960,V2,95,A21,A43
4961,V3,55,A29,A38
4962,V3,54,A14,A46
4963,V5,74,A29,A43
4964,V8,40,A4,A33
4965,V9,76,A47,A49
4966,V8,36,A40,A47
4967,V1,37,A31,A32
4968,V6,32,A38,A50
4969,V10,35,A9,A34
4970,V7,76,A26,A36
4971,V6,24,A24,A26
4972,V9,63,A2,A34
4973,V8,71,A15,A48
4974,V2,89,A35,A48
4975,V7,40,A21,A41
4976,V1,23,A1,A48
4977,V1,50,A26,A34
4978,V10,70,A20,A48
4979,V2,73,A44,A47
4980,V6,73,A42,A44
4981,V5,73,A46,A47
4982,V5,34,A25,A26
4983,V6,47,A22,A48
4984,V7,57,A14,A18
4985,V7,50,A2,A37
4986,V2,31,A49,A50
4987,V9,84,A42,A46
4988,V4,33,A44,A45
4989,V1,53,A9,A12
4990,V3,45,A30,A35
4991,V8,83,A38,A39
4992,V3,64,A19,A46
4993,V6,35,A31,A46
4994,V10,62,A45,A50
4995,V6,59,A24,A46
4996,V10,34,A38,A43
4997,V6,54,A2,A30
4998,V4,59,A1,A48
4999,V5,71,A17,A47
5000,V1,85,A6,A16
5001,V6,58,A40,A43
5002,V2,23,A32,A46
5003,V6,44,A37,A46
5004,V8,38,A19,A32
5005,V1,95,A5,A45
5006,V7,66,A11,A34
5007,V2,75,A9,A43
5008,V2,89,A47,A48
5009,V5,74,A48,A49
5010,V6,44,A22,A44
5011,V8,62,A24,A49
5012,V6,34,A10,A39
5013,V9,74,A46,A48
5014,V6,74,A19,A20
5015,V10,26,A32,A38
5016,V7,77,A48,A50
5017,V10,64,A17,A30
5018,V9,66,A36,A49
5019,V1,55,A41,A50
5020,V8,85,A16,A44
5021,V5,86,A47,A50
5022,V3,98,A5,A42
5023,V6,28,A3,A28
5024,V3,21,A20,A21
5025,V6,82,A45,A47
5026,V9,73,A21,A30
5027,V7,29,A42,A48
5028,V5,60,A21,A37
5029,V3,68,A49,A50
5030,V1,92,A17,A46
5031,V8,27,A44,A46
5032,V5,91,A37,A45
5033,V10,36,A21,A47
5034,V5,25,A3,A28
5035,V9,50,A24,A46
5036,V1,56,A32,A38
5037,V1,75,A6,A49
5038,V9,89,A23,A30
5039,V4,22,A28,A47
5040,V7,39,A24,A39
5041,V5,68,A7,A11
5042,V2,54,A44,A50
5043,V3,84,A49,A50
5044,V9,46,A42,A49
5045,V4,44,A38,A39
5046,V2,38,A44,A46
5047,V3,62,A28,A31
5048,V4,68,A4,A47
5049,V1,84,A40,A46
5050,V9,59,A19,A32
5051,V6,57,A27,A43
5052,V1,79,A23,A45
5053,V5,62,A49,A50
5054,V7,33,A43,A50
5055,V4,38,A22,A34
5056,V10,24,A15,A37
5057,V6,69,A10,A37
5058,V4,86,A26,A34
5059,V3,52,A2,A7
5060,V8,95,A2,A21
5061,V10,56,A11,A38
5062,V4,63,A38,A39
5063,V8,42,A7,A12
5064,V10,66,A10,A25
5065,V7,80,A6,A34
5066,V2,69,A23,A29
5067,V4,46,A39,A43
5068,V3,25,A2,A43
5069,V10,40,A38,A43
5070,V8,74,A43,A45
5071,V10,63,A48,A49
5072,V9,32,A24,A38
5073,V6,96,A15,A45
5074,V2,46,A19,A40
5075,V7,42,A10,A33
5076,V4,21,A48,A50
5077,V3,64,A26,A39
5078,V1,20,A24,A50
5079,V10,55,A22,A31
5080,V9,68,A35,A37
5081,V8,92,A25,A38
5082,V4,91,A16,A45
5083,V9,88,A40,A44
5084,V10,45,A49,A50
5085,V9,22,A38,A50
5086,V8,40,A47,A49
5087,V3,25,A40,A47
5088,V5,78,A17,A37
5089,V7,56,A39,A44
5090,V5,34,A18,A24
5091,V7,97,A25,A41
5092,V5,28,A23,A49
5093,V2,39,A47,A50
5094,V6,28,A47,A49
5095,V7,35,A19,A31
5096,V5,29,A23,A32
5097,V10,34,A12,A49
5098,V2,59,A19,A34
5099,V6,26,A24,A25
5100,V8,80,A22,A25
5101,V5,96,A12,A25
5102,V2,84,A15,A39
5103,V4,28,A11,A26
5104,V10,64,A14,A41
5105,V10,53,A18,A21
5106,V4,97,A22,A34
5107,V1,84,A40,A47
5108,V5,75,A24,A36
5109,V5,32,A11,A28
5110,V2,49,A1,A35
5111,V8,20,A11,A40
5112,V4,47,A20,A34
5113,V7,52,A11,A40
5114,V2,53,A11,A16
5115,V1,64,A45,A48
5116,V3,80,A13,A44
5117,V1,79,A15,A39
5118,V2,66,A5,A44
5119,V4,94,A16,A49
5120,V7,61,A42,A43
5121,V7,95,A4,A18
5122,V9,73,A21,A33
5123,V4,92,A48,A49
5124,V6,39,A31,A34
5125,V3,80,A35,A42
5126,V10,83,A45,A47
5127,V2,69,A9,A28
5128,V9,67,A19,A50
5129,V6,38,A3,A29
5130,V2,55,A6,A30
5131,V10,32,A39,A40
5132,V3,79,A11,A39
5133,V8,35,A28,A36
5134,V3,81,A12,A13
5135,V9,67,A15,A25
5136,V10,88,A24,A32
5137,V2,21,A5,A20
5138,V2,88,A20,A33
5139,V1,99,A34,A46
5140,V3,56,A11,A49
5141,V3,35,A39,A41
5142,V3,35,A40,A42
5143,V6,29,A1,A25
5144,V6,62,A8,A36
5145,V5,40,A18,A30
5146,V7,31,A22,A42
5147,V3,36,A26,A34
5148,V10,71,A20,A23
5149,V6,21,A25,A40
5150,V7,35,A40,A50
5151,V10,99,A28,A42
5152,V9,46,A24,A35
5153,V7,87,A21,A25
5154,V8,57,A46,A49
5155,V2,97,A32,A42
5156,V9,60,A7,A9
5157,V7,73,A23,A45
5158,V4,64,A43,A50
5159,V3,38,A17,A31
5160,V5,47,A4,A47
5161,V9,62,A7,A27
5162,V8,81,A15,A24
5163,V5,53,A26,A42
5164,V10,94,A14,A23
5165,V4,94,A20,A34
5166,V3,26,A37,A50
5167,V4,94,A35,A43
5168,V3,84,A25,A32
5169,V10,38,A41,A49
5170,V3,50,A24,A50
5171,V1,25,A18,A21
5172,V1,61,A49,A50
5173,V2,34,A15,A42
5174,V4,82,A37,A49
5175,V10,71,A27,A40
5176,V7,67,A20,A40
5177,V7,77,A13,A26
5178,V4,86,A2,A31
5179,V3,84,A45,A50
5180,V3,37,A12,A20
5181,V6,64,A13,A46
5182,V5,54,A37,A39
5183,V5,62,A13,A49
5184,V3,63,A2,A34
5185,V8,98,A32,A33
5186,V1,95,A22,A40
5187,V2,41,A4,A31
5188,V6,51,A10,A43
5189,V8,27,A3,A42
5190,V8,27,A31,A34
5191,V7,99,A14,A35
5192,V9,85,A5,A35
5193,V8,68,A34,A43
5194,V5,90,A3,A30
5195,V8,92,A28,A30
5196,V2,40,A33,A40
5197,V8,85,A17,A23
5198,V9,48,A24,A45
5199,V7,61,A33,A48
5200,V1,60,A40,A42
5201,V9,34,A48,A50
5202,V1,48,A16,A48
5203,V2,59,A4,A35
5204,V8,47,A15,A47
5205,V1,88,A14,A28
5206,V8,42,A4,A40
5207,V8,87,A18,A26
5208,V4,47,A25,A40
5209,V7,71,A41,A49
5210,V5,86,A31,A47
5211,V4,50,A15,A38
5212,V5,97,A36,A41
5213,V8,36,A47,A48
5214,V10,50,A39,A40
5215,V5,51,A45,A48
5216,V3,47,A39,A43
5217,V1,87,A39,A49
5218,V2,82,A19,A38
5219,V8,50,A40,A41
5220,V10,93,A17,A20
5221,V8,48,A2,A20
5222,V10,26,A35,A38
5223,V10,92,A46,A50
5224,V6,99,A25,A42
5225,V4,76,A46,A48
5226,V10,88,A21,A49
5227,V10,86,A6,A14
5228,V4,87,A7,A10
5229,V5,63,A40,A43
5230,V10,80,A17,A36
5231,V8,27,A26,A36
5232,V8,47,A9,A50
5233,V8,97,A12,A43
5234,V10,32,A36,A47
5235,V8,96,A38,A44
5236,V4,93,A8,A30
5237,V6,64,A14,A45
5238,V2,58,A6,A16
5239,V1,23,A16,A43
5240,V4,33,A1,A19
5241,V2,60,A23,A33
5242,V2,99,A38,A48
5243,V8,31,A37,A38
5244,V2,68,A44,A50
5245,V10,26,A38,A45
5246,V10,41,A15,A42
5247,V1,83,A47,A50
5248,V4,41,A11,A26
5249,V7,40,A22,A38
5250,V4,38,A4,A46
5251,V8,60,A37,A46
5252,V5,44,A9,A27
5253,V6,79,A18,A46
5254,V6,69,A25,A46
5255,V4,34,A25,A40
5256,V5,83,A42,A43
5257,V5,70,A42,A45
5258,V9,21,A42,A47
5259,V1,98,A9,A35
5260,V4,38,A9,A25
5261,V5,23,A23,A25
5262,V5,36,A1,A50
5263,V6,52,A13,A43
5264,V1,73,A13,A28
5265,V9,89,A19,A44
5266,V5,51,A42,A44
5267,V2,21,A41,A42
5268,V9,39,A46,A49
5269,V2,76,A32,A46
5270,V8,60,A25,A49
5271,V9,89,A14,A48
5272,V4,38,A43,A47
5273,V9,31,A48,A49
5274,V3,82,A4,A28
5275,V4,20,A42,A48
5276,V4,50,A19,A43
5277,V4,86,A12,A49
5278,V7,94,A31,A42
5279,V6,47,A7,A30
5280,V1,26,A15,A38
5281,V10,28,A39,A47
5282,V3,33,A11,A12
5283,V2,37,A33,A49
5284,V7,92,A7,A31
5285,V7,54,A44,A45
5286,V9,42,A17,A30
5287,V1,70,A17,A24
5288,V3,80,A24,A43
5289,V4,88,A31,A45
5290,V10,39,A22,A42
5291,V3,79,A45,A47
5292,V2,54,A43,A45
5293,V2,92,A32,A35
5294,V1,69,A12,A38
5295,V2,90,A3,A6
5296,V1,35,A28,A41
5297,V5,25,A48,A49
5298,V5,80,A49,A50
5299,V1,54,A46,A49
5300,V6,36,A19,A25
5301,V6,95,A41,A45
5302,V10,51,A44,A48
5303,V1,49,A32,A44
5304,V4,95,A49,A50
5305,V1,92,A24,A41
5306,V7,65,A30,A31
5307,V6,96,A12,A39
5308,V4,86,A37,A39
5309,V8,76,A4,A30
5310,V6,63,A43,A44
5311,V7,52,A12,A18
5312,V7,85,A37,A47
5313,V5,86,A15,A38
5314,V5,26,A41,A50
5315,V2,68,A31,A42
5316,V3,97,A34,A46
5317,V2,70,A49,A50
5318,V2,29,A19,A31
5319,V4,85,A20,A46
5320,V7,48,A2,A42
5321,V9,54,A24,A25
5322,V5,47,A9,A35
5323,V3,22,A6,A34
5324,V2,61,A42,A49
5325,V1,60,A8,A19
5326,V8,25,A24,A31
5327,V2,33,A14,A18
5328,V4,75,A37,A47
5329,V9,54,A29,A30
5330,V8,56,A7,A29
5331,V4,81,A14,A41
5332,V1,43,A13,A31
5333,V1,51,A15,A43
5334,V10,71,A22,A46
5335,V7,76,A37,A49
5336,V9,51,A14,A40
5337,V1,55,A4,A29
5338,V7,60,A25,A49
5339,V4,55,A46,A50
5340,V7,69,A6,A18
5341,V10,48,A32,A50
5342,V6,46,A5,A26
5343,V7,56,A7,A31
5344,V9,41,A21,A24
5345,V4,89,A32,A49
5346,V3,39,A28,A40
5347,V5,54,A20,A40
5348,V10,58,A34,A35
5349,V2,48,A34,A50
5350,V1,51,A40,A50
5351,V5,35,A30,A37
5352,V4,84,A19,A25
5353,V8,48,A19,A49
5354,V9,65,A46,A50
5355,V7,54,A7,A9
5356,V2,83,A46,A47
5357,V8,34,A47,A48
5358,V6,96,A47,A48
5359,V6,22,A41,A47
5360,V3,33,A35,A36
5361,V4,49,A6,A36
5362,V5,93,A22,A30
5363,V5,40,A37,A46
5364,V8,67,A30,A41
5365,V3,73,A32,A37
5366,V6,46,A33,A38
5367,V7,73,A48,A49
5368,V9,43,A34,A48
5369,V8,87,A21,A50
5370,V6,53,A24,A29
5371,V10,64,A38,A45
5372,V3,36,A28,A39
5373,V2,87,A13,A50
5374,V5,38,A15,A27
5375,V1,97,A34,A42
5376,V4,37,A49,A50
5377,V5,56,A49,A50
5378,V5,81,A8,A17
5379,V1,39,A11,A25
5380,V7,65,A38,A44
5381,V3,51,A42,A50
5382,V1,98,A27,A32
5383,V7,79,A6,A45
5384,V4,47,A16,A49
5385,V5,83,A36,A39
5386,V9,50,A17,A29
5387,V6,68,A8,A45
5388,V2,91,A4,A15
5389,V5,76,A35,A44
5390,V10,70,A6,A37
5391,V4,67,A32,A33
5392,V8,35,A31,A37
5393,V5,90,A32,A43
5394,V7,59,A40,A45
5395,V6,27,A7,A49
5396,V10,61,A22,A35
5397,V8,76,A21,A27
5398,V10,25,A43,A45
5399,V1,37,A30,A32
5400,V8,33,A1,A10
5401,V10,86,A22,A43
5402,V7,20,A28,A47
5403,V4,68,A9,A27
5404,V3,46,A43,A44
5405,V2,31,A11,A23
5406,V5,34,A2,A21
5407,V9,37,A43,A45
5408,V3,49,A16,A35
5409,V3,82,A20,A48
5410,V2,41,A39,A40
5411,V4,35,A6,A21
5412,V9,21,A26,A44
5413,V1,65,A25,A48
5414,V9,64,A16,A47
5415,V9,61,A49,A50
5416,V1,93,A5,A13
5417,V6,76,A45,A46
5418,V5,67,A44,A45
5419,V10,45,A49,A50
5420,V9,90,A16,A40
5421,V10,67,A40,A49
5422,V5,27,A47,A48
5423,V2,48,A16,A43
5424,V2,33,A39,A43
5425,V5,95,A36,A42
5426,V8,89,A26,A50
5427,V7,52,A3,A18
5428,V7,94,A11,A48
5429,V8,83,A38,A49
5430,V7,29,A44,A47
5431,V6,37,A30,A36
5432,V10,22,A33,A43
5433,V7,98,A23,A25
5434,V2,73,A5,A29
5435,V2,42,A48,A49
5436,V5,99,A19,A38
5437,V2,40,A25,A26
5438,V6,92,A4,A50
5439,V1,59,A37,A38
5440,V3,54,A24,A28
5441,V9,50,A39,A50
5442,V3,46,A1,A39
5443,V10,93,A35,A45
5444,V8,24,A14,A44
5445,V9,48,A12,A46
5446,V3,73,A25,A26
5447,V7,24,A30,A34
5448,V9,89,A48,A49
5449,V3,87,A4,A41
5450,V2,86,A29,A37
5451,V7,57,A26,A28
5452,V7,58,A20,A35
5453,V5,43,A12,A39
5454,V9,25,A5,A46
5455,V3,43,A47,A48
5456,V4,52,A7,A33
5457,V7,95,A9,A27
5458,V2,88,A12,A31
5459,V8,63,A40,A50
5460,V8,23,A5,A47
5461,V4,57,A2,A9
5462,V4,54,A11,A39
5463,V3,31,A29,A50
5464,V1,79,A5,A42
5465,V10,30,A3,A29
5466,V7,22,A8,A26
5467,V1,42,A12,A19
5468,V8,95,A14,A32
5469,V10,94,A25,A48
5470,V5,86,A19,A40
5471,V8,55,A6,A33
5472,V1,60,A10,A46
5473,V10,83,A48,A50
5474,V9,74,A36,A45
5475,V7,49,A36,A43
5476,V3,59,A20,A24
5477,V10,24,A36,A47
5478,V5,41,A45,A46
5479,V2,90,A30,A32
5480,V8,82,A6,A28
5481,V9,69,A8,A28
5482,V6,93,A27,A35
5483,V10,81,A9,A20
5484,V5,27,A3,A44
5485,V2,46,A15,A22
5486,V10,38,A18,A50
5487,V4,82,A33,A40
5488,V7,44,A24,A29
5489,V7,96,A16,A32
5490,V2,24,A17,A41
5491,V1,75,A46,A48
5492,V7,76,A1,A39
5493,V8,54,A48,A50
5494,V8,35,A20,A44
5495,V3,69,A5,A45
5496,V1,66,A40,A44
5497,V4,41,A23,A49
5498,V2,89,A47,A49
5499,V9,85,A32,A41
5500,V8,34,A44,A47
5501,V5,20,A9,A22
5502,V7,70,A4,A6
5503,V1,38,A44,A46
5504,V4,72,A9,A31
5505,V3,97,A5,A17
5506,V9,61,A19,A25
5507,V9,77,A35,A37
5508,V9,59,A22,A29
5509,V1,86,A45,A49
5510,V7,45,A9,A10
5511,V6,55,A10,A48
5512,V10,82,A19,A33
5513,V8,87,A24,A46
5514,V9,55,A48,A49
5515,V2,59,A2,A17
5516,V4,55,A34,A50
5517,V8,93,A28,A38
5518,V5,27,A37,A42
5519,V3,95,A14,A50
5520,V4,90,A14,A32
5521,V4,42,A28,A45
5522,V5,92,A5,A23
5523,V9,27,A35,A44
5524,V10,59,A20,A48
5525,V1,94,A1,A13
5526,V9,73,A41,A49
5527,V4,28,A3,A24
5528,V3,45,A24,A32
5529,V5,27,A47,A48
5530,V8,48,A18,A24
5531,V5,98,A25,A50
5532,V6,62,A6,A45
5533,V5,96,A2,A13
5534,V6,76,A18,A33
5535,V7,77,A13,A23
5536,V2,71,A47,A48
5537,V10,40,A5,A10
5538,V3,85,A42,A48
5539,V5,22,A35,A36
5540,V4,72,A12,A44
5541,V10,98,A29,A41
5542,V1,23,A14,A39
5543,V10,81,A11,A16
5544,V7,23,A22,A47
5545,V5,57,A48,A50
5546,V9,54,A38,A41
5547,V3,23,A15,A25
5548,V7,40,A39,A43
5549,V5,63,A28,A48
5550,V8,66,A27,A32
5551,V3,73,A27,A30
5552,V6,81,A27,A40
5553,V9,75,A6,A15
5554,V10,74,A41,A50
5555,V1,93,A39,A42
5556,V1,97,A22,A28
5557,V3,95,A28,A44
5558,V8,93,A7,A43
5559,V2,45,A49,A50
5560,V7,81,A8,A11
5561,V3,66,A44,A50
5562,V1,55,A46,A47
5563,V7,54,A43,A48
5564,V8,28,A19,A26
5565,V7,39,A15,A28
5566,V3,93,A2,A41
5567,V2,60,A23,A37
5568,V9,66,A11,A15
5569,V4,89,A36,A46
5570,V1,46,A9,A11
5571,V3,36,A44,A48
5572,V2,91,A28,A31
5573,V7,77,A44,A46
5574,V2,79,A14,A39
5575,V6,58,A4,A9
5576,V4,45,A11,A15
5577,V4,59,A23,A32
5578,V1,53,A26,A33
5579,V10,91,A24,A48
5580,V9,76,A7,A46
5581,V7,29,A4,A34
5582,V7,41,A29,A39
5583,V7,62,A47,A48
5584,V10,82,A48,A50
5585,V1,91,A38,A48
5586,V10,37,A18,A19
5587,V3,44,A48,A50
5588,V1,73,A1,A38
5589,V5,52,A39,A47
5590,V4,57,A2,A3
5591,V5,82,A6,A22
5592,V4,93,A41,A43
5593,V2,68,A15,A34
5594,V3,40,A9,A28
5595,V5,52,A39,A43
5596,V7,77,A49,A50
5597,V2,73,A28,A47
5598,V7,25,A48,A49
5599,V5,46,A15,A24
5600,V9,40,A33,A50
5601,V7,79,A39,A46
5602,V2,98,A26,A27
5603,V3,61,A9,A44
5604,V8,57,A15,A41
5605,V7,37,A37,A38
5606,V4,31,A28,A47
5607,V3,55,A20,A27
5608,V5,38,A26,A34
5609,V1,58,A35,A47
5610,V6,87,A48,A49
5611,V5,39,A13,A31
5612,V4,74,A45,A49
5613,V1,24,A44,A49
5614,V9,44,A34,A43
5615,V1,73,A32,A37
5616,V6,68,A28,A42
5617,V7,74,A48,A49
5618,V1,49,A32,A35
5619,V6,85,A25,A31
5620,V4,97,A4,A35
5621,V7,71,A33,A34
5622,V5,20,A1,A40
5623,V4,35,A19,A42
5624,V10,90,A34,A46
5625,V10,55,A1,A17
5626,V9,43,A35,A49
5627,V10,42,A16,A32
5628,V7,93,A21,A43
5629,V9,51,A7,A50
5630,V9,68,A32,A36
5631,V8,61,A7,A39
5632,V4,34,A4,A16
5633,V9,84,A6,A36
5634,V9,24,A29,A46
5635,V3,77,A49,A50
5636,V3,43,A41,A42
5637,V7,76,A33,A49
5638,V5,79,A35,A44
5639,V2,80,A37,A43
5640,V6,71,A36,A40
5641,V10,26,A16,A22
5642,V6,81,A32,A37
5643,V4,57,A44,A50
5644,V9,21,A48,A49
5645,V5,88,A3,A20
5646,V10,53,A35,A44
5647,V2,58,A12,A24
5648,V1,43,A15,A24
5649,V3,94,A37,A40
5650,V9,27,A16,A46
5651,V2,21,A49,A50
5652,V8,78,A26,A32
5653,V3,31,A38,A43
5654,V7,43,A45,A50
5655,V8,81,A23,A29
5656,V6,24,A42,A47
5657,V4,25,A25,A48
5658,V6,91,A20,A32
5659,V3,21,A40,A43
5660,V1,82,A31,A45
5661,V8,74,A40,A50
5662,V6,67,A38,A42
5663,V7,40,A13,A33
5664,V9,22,A32,A40
5665,V4,45,A16,A23
5666,V1,32,A27,A28
5667,V8,50,A36,A48
5668,V1,31,A4,A28
5669,V10,81,A41,A47
5670,V10,27,A48,A50
5671,V5,68,A31,A43
5672,V2,77,A16,A25
5673,V9,28,A38,A48
5674,V5,37,A46,A50
5675,V2,84,A38,A39
5676,V1,75,A13,A44
5677,V7,29,A17,A18
5678,V4,35,A45,A47
5679,V6,52,A42,A45
5680,V10,63,A49,A50
5681,V2,76,A15,A25
5682,V10,32,A39,A43
5683,V3,33,A27,A50
5684,V2,25,A25,A48
5685,V1,96,A14,A44
5686,V2,47,A8,A27
5687,V10,46,A43,A45
5688,V2,59,A46,A49
5689,V2,44,A21,A33
5690,V9,57,A10,A46
5691,V10,30,A19,A45
5692,V6,95,A7,A32
5693,V9,68,A3,A24
5694,V6,39,A49,A50
5695,V2,65,A38,A42
5696,V9,26,A7,A24
5697,V1,48,A12,A28
5698,V4,66,A23,A31
5699,V4,20,A16,A20
5700,V1,56,A8,A35
5701,V7,25,A4,A13
5702,V7,34,A2,A6
5703,V4,67,A23,A42
5704,V9,47,A26,A27
5705,V8,54,A21,A45
5706,V9,55,A47,A50
5707,V7,76,A13,A26
5708,V4,64,A47,A49
5709,V6,68,A4,A32
5710,V4,48,A39,A47
5711,V10,62,A13,A14
5712,V4,43,A10,A18
5713,V4,23,A32,A39
5714,V6,99,A40,A48
5715,V5,83,A16,A42
5716,V6,78,A42,A44
5717,V5,41,A47,A48
5718,V8,68,A36,A44
5719,V1,31,A21,A43
5720,V10,39,A5,A14
5721,V10,72,A10,A36
5722,V7,23,A47,A48
5723,V10,92,A28,A35
5724,V1,27,A18,A37
5725,V7,65,A46,A49
5726,V5,68,A6,A44
5727,V2,94,A44,A47
5728,V10,32,A33,A39
5729,V2,55,A9,A25
5730,V3,35,A16,A38
5731,V5,52,A22,A30
5732,V7,72,A41,A42
5733,V2,64,A42,A43
5734,V6,50,A49,A50
5735,V9,76,A19,A38
5736,V3,36,A17,A25
5737,V2,64,A24,A39
5738,V7,73,A30,A35
5739,V10,35,A21,A30
5740,V10,59,A12,A44
5741,V4,43,A36,A44
5742,V5,58,A22,A38
5743,V9,71,A7,A33
5744,V10,23,A18,A28
5745,V8,29,A32,A36
5746,V9,40,A12,A17
5747,V6,95,A28,A29
5748,V9,63,A22,A29
5749,V8,68,A13,A34
5750,V9,36,A40,A46
5751,V9,72,A17,A29
5752,V1,66,A42,A49
5753,V1,41,A27,A48
5754,V5,34,A13,A33
5755,V10,53,A16,A18
5756,V8,25,A32,A39
5757,V1,99,A49,A50
5758,V8,36,A38,A49
5759,V10,25,A46,A50
5760,V2,62,A33,A49
5761,V10,78,A38,A47
5762,V9,97,A5,A38
5763,V5,81,A4,A45
5764,V4,32,A13,A30
5765,V9,39,A19,A40
5766,V1,36,A11,A15
5767,V4,92,A28,A29
5768,V8,38,A3,A30
5769,V8,20,A46,A47
5770,V4,60,A44,A46
5771,V10,37,A18,A19
5772,V5,51,A25,A41
5773,V6,52,A45,A48
5774,V10,39,A18,A32
5775,V9,96,A26,A50
5776,V8,52,A39,A40
5777,V10,23,A33,A36
5778,V4,95,A19,A50
5779,V9,32,A39,A41
5780,V3,25,A29,A33
5781,V3,40,A42,A44
5782,V5,66,A11,A50
5783,V1,83,A27,A29
5784,V7,92,A10,A49
5785,V8,80,A15,A23
5786,V5,68,A24,A29
5787,V10,21,A33,A44
5788,V7,32,A6,A10
5789,V9,71,A11,A16
5790,V7,81,A17,A20
5791,V2,44,A46,A47
5792,V7,86,A42,A43
5793,V5,98,A17,A29
5794,V4,41,A39,A44
5795,V1,62,A31,A36
5796,V5,33,A49,A50
5797,V1,57,A5,A18
5798,V4,92,A20,A31
5799,V2,62,A48,A50
5800,V4,64,A6,A29
5801,V5,94,A39,A50
5802,V10,24,A17,A19
5803,V2,37,A9,A47
5804,V10,55,A20,A39
5805,V7,55,A12,A33
5806,V4,79,A38,A39
5807,V10,60,A42,A47
5808,V6,82,A41,A49
5809,V10,36,A8,A21
5810,V6,60,A10,A45
5811,V5,49,A15,A40
5812,V5,99,A15,A37
5813,V2,76,A31,A45
5814,V9,92,A17,A31
5815,V3,31,A37,A40
5816,V7,49,A1,A23
5817,V9,36,A37,A49
5818,V3,78,A21,A49
5819,V5,53,A22,A41
5820,V3,27,A16,A19
5821,V9,49,A35,A46
5822,V2,90,A26,A37
5823,V3,91,A7,A13
5824,V4,58,A18,A35
5825,V1,82,A44,A46
5826,V7,91,A39,A41
5827,V8,74,A30,A40
5828,V5,42,A49,A50
5829,V5,52,A12,A15
5830,V4,34,A8,A14
5831,V2,60,A36,A37
5832,V10,67,A19,A36
5833,V4,74,A25,A49
5834,V10,36,A9,A18
5835,V3,81,A29,A30
5836,V4,84,A30,A36
5837,V4,33,A11,A21
5838,V7,81,A5,A38
5839,V6,26,A30,A44
5840,V4,55,A35,A42
5841,V5,68,A41,A43
5842,V4,91,A13,A36
5843,V8,23,A36,A45
5844,V10,70,A27,A36
5845,V9,51,A3,A50
5846,V1,47,A24,A42
5847,V9,84,A26,A37
5848,V6,42,A7,A23
5849,V9,99,A35,A45
5850,V4,28,A9,A40
5851,V7,93,A14,A20
5852,V4,56,A29,A48
5853,V6,65,A34,A41
5854,V6,52,A11,A32
5855,V1,66,A2,A11
5856,V5,82,A3,A40
5857,V6,29,A33,A38
5858,V10,33,A31,A40
5859,V1,91,A43,A47
5860,V10,45,A6,A27
5861,V1,36,A3,A18
5862,V3,23,A33,A50
5863,V6,66,A22,A29
5864,V10,84,A4,A46
5865,V9,21,A41,A42
5866,V5,59,A11,A27
5867,V2,59,A11,A48
5868,V3,69,A19,A36
5869,V9,55,A9,A21
5870,V3,75,A30,A31
5871,V7,62,A48,A50
5872,V10,78,A46,A48
5873,V9,27,A23,A37
5874,V9,91,A43,A44
5875,V3,66,A20,A46
5876,V7,43,A31,A48
5877,V6,55,A30,A31
5878,V10,23,A9,A30
5879,V1,35,A49,A50
5880,V7,64,A2,A3
5881,V4,21,A31,A47
5882,V6,67,A5,A38
5883,V2,84,A33,A38
5884,V7,45,A30,A35
5885,V10,66,A1,A30
5886,V2,44,A5,A28
5887,V5,40,A30,A36
5888,V2,92,A12,A16
5889,V4,48,A48,A49
5890,V3,39,A40,A47
5891,V9,81,A14,A22
5892,V10,56,A26,A29
5893,V5,27,A17,A36
5894,V3,92,A44,A50
5895,V1,91,A7,A28
5896,V6,65,A28,A46
5897,V6,95,A39,A45
5898,V9,82,A13,A29
5899,V10,60,A14,A36
5900,V4,87,A30,A47
5901,V3,70,A48,A50
5902,V9,36,A7,A50
5903,V4,82,A6,A22
5904,V6,33,A10,A16
5905,V8,92,A32,A40
5906,V10,63,A38,A45
5907,V5,56,A6,A11
5908,V7,92,A19,A23
5909,V9,99,A2,A38
5910,V3,44,A2,A28
5911,V10,98,A36,A41
5912,V6,89,A23,A42
5913,V5,88,A32,A40
5914,V8,60,A29,A30
5915,V2,43,A15,A25
5916,V9,80,A24,A42
5917,V3,37,A20,A37
5918,V4,87,A46,A50
5919,V6,79,A41,A48
5920,V3,70,A24,A27
5921,V4,70,A10,A47
5922,V10,27,A36,A39
5923,V4,77,A8,A33
5924,V4,32,A14,A27
