Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
14150,V19,73,A36,A59
14151,V2,72,A72,A75
14152,V11,34,A58,A65
14153,V13,92,A39,A49
14154,V17,38,A50,A54
14155,V2,20,A49,A73
14156,V17,96,A73,A75
14157,V17,41,A26,A65
14158,V1,45,A48,A71
14159,V6,42,A22,A57
14160,V15,78,A42,A61
14161,V18,92,A47,A56
14162,V14,91,A38,A64
14163,V2,86,A14,A71
14164,V17,72,A52,A65
14165,V4,76,A60,A63
14166,V1,28,A9,A18
14167,V11,96,A42,A55
14168,V14,81,A52,A68
14169,V7,54,A53,A74
14170,V10,38,A70,A71
14171,V13,38,A18,A43
14172,V17,61,A29,A44
14173,V2,96,A5,A7
14174,V12,78,A63,A75
14175,V1,71,A21,A69
14176,V14,21,A16,A28
14177,V11,87,A68,A69
14178,V3,70,A20,A34
14179,V15,86,A29,A70
14180,V2,20,A36,A62
14181,V20,23,A61,A70
14182,V16,80,A67,A74
14183,V12,92,A17,A41
14184,V14,58,A44,A70
14185,V14,39,A32,A37
14186,V11,84,A57,A65
14187,V4,71,A4,A5
14188,V3,22,A60,A63
14189,V1,30,A43,A71
14190,V2,78,A46,A64
14191,V17,70,A10,A68
14192,V4,76,A32,A48
14193,V12,82,A57,A58
14194,V5,38,A51,A67
14195,V14,65,A25,A69
14196,V2,34,A33,A46
14197,V11,59,A3,A6
14198,V6,51,A9,A48
14199,V2,89,A32,A48
14200,V10,96,A50,A54
14201,V14,81,A66,A75
14202,V12,77,A24,A48
14203,V2,69,A7,A64
14204,V8,28,A53,A75
14205,V17,55,A70,A73
14206,V20,95,A25,A42
14207,V13,58,A42,A47
14208,V1,32,A37,A66
14209,V8,71,A31,A58
14210,V1,80,A68,A70
14211,V20,58,A61,A70
14212,V4,25,A61,A72
14213,V6,49,A26,A71
14214,V8,71,A21,A38
14215,V11,51,A14,A28
14216,V16,40,A17,A53
14217,V4,48,A70,A75
14218,V4,39,A9,A64
14219,V2,66,A53,A73
14220,V2,94,A16,A45
14221,V9,92,A66,A71
14222,V8,95,A21,A63
14223,V7,40,A58,A59
14224,V14,40,A67,A74
14225,V3,72,A50,A54
14226,V13,86,A5,A15
14227,V16,71,A13,A73
14228,V6,36,A54,A66
14229,V9,73,A34,A54
14230,V12,23,A42,A60
14231,V6,90,A44,A55
14232,V16,31,A14,A63
14233,V6,87,A2,A75
14234,V20,86,A23,A73
14235,V6,39,A52,A73
14236,V15,50,A46,A71
14237,V2,54,A11,A37
14238,V17,81,A13,A47
14239,V12,33,A34,A71
14240,V2,98,A37,A71
14241,V6,94,A8,A30
14242,V19,34,A34,A58
14243,V11,62,A43,A46
14244,V2,58,A11,A48
14245,V18,24,A52,A69
14246,V7,88,A3,A47
14247,V18,47,A38,A53
14248,V13,97,A73,A75
14249,V10,50,A42,A65
14250,V17,96,A37,A73
14251,V5,37,A12,A67
14252,V6,24,A16,A63
14253,V12,76,A58,A59
14254,V2,88,A54,A61
14255,V4,94,A66,A73
14256,V14,90,A35,A63
14257,V11,65,A53,A62
14258,V15,77,A18,A26
14259,V10,50,A49,A56
14260,V2,78,A38,A73
14261,V7,82,A36,A49
14262,V18,76,A4,A40
14263,V14,53,A53,A69
14264,V7,48,A12,A32
14265,V18,35,A54,A74
14266,V4,86,A53,A71
14267,V17,30,A58,A75
14268,V17,64,A7,A60
14269,V1,64,A60,A67
14270,V2,27,A25,A44
14271,V19,78,A62,A74
14272,V4,36,A31,A44
14273,V13,48,A22,A44
14274,V4,26,A26,A63
14275,V12,59,A55,A60
14276,V18,39,A63,A72
14277,V20,75,A53,A67
14278,V18,69,A29,A38
14279,V14,22,A49,A65
14280,V19,70,A31,A39
14281,V4,87,A54,A66
14282,V13,67,A69,A72
14283,V12,95,A23,A46
14284,V2,96,A11,A36
14285,V6,73,A58,A70
14286,V2,47,A69,A71
14287,V14,46,A30,A38
14288,V12,79,A62,A69
14289,V3,40,A51,A63
14290,V5,86,A6,A64
14291,V11,42,A6,A30
14292,V20,78,A12,A70
14293,V12,76,A8,A34
14294,V20,54,A23,A49
14295,V13,74,A5,A61
14296,V5,55,A14,A29
14297,V5,81,A73,A75
14298,V11,63,A73,A75
14299,V20,97,A6,A16
14300,V8,25,A34,A57
14301,V19,84,A46,A50
14302,V4,91,A73,A74
14303,V17,94,A44,A47
14304,V7,60,A34,A68
14305,V7,84,A21,A57
14306,V4,90,A16,A23
14307,V1,27,A68,A69
14308,V10,64,A27,A65
14309,V10,20,A52,A62
14310,V4,57,A15,A63
14311,V7,81,A3,A9
14312,V3,58,A68,A70
14313,V1,21,A13,A35
14314,V18,23,A52,A59
14315,V3,85,A32,A56
14316,V12,92,A51,A62
14317,V16,84,A64,A74
14318,V19,36,A6,A48
14319,V8,98,A11,A68
14320,V16,90,A67,A72
14321,V10,74,A32,A40
14322,V16,50,A73,A75
14323,V19,29,A62,A75
14324,V18,98,A46,A73
14325,V8,60,A8,A21
14326,V18,67,A67,A71
14327,V4,83,A9,A22
14328,V19,56,A68,A69
14329,V13,54,A36,A74
14330,V20,35,A74,A75
14331,V12,65,A73,A75
14332,V7,43,A15,A16
14333,V20,84,A69,A70
14334,V3,39,A53,A58
14335,V4,80,A15,A27
14336,V19,31,A67,A75
14337,V4,80,A9,A23
14338,V14,30,A37,A69
14339,V2,83,A27,A35
14340,V19,90,A40,A58
14341,V2,21,A66,A73
14342,V20,41,A55,A70
14343,V18,44,A61,A64
14344,V7,69,A52,A62
14345,V12,60,A10,A40
14346,V9,84,A10,A53
14347,V19,91,A1,A47
14348,V1,87,A35,A46
14349,V3,80,A48,A68
14350,V11,27,A49,A71
14351,V7,37,A29,A66
14352,V3,96,A30,A69
14353,V7,72,A34,A67
14354,V16,34,A20,A46
14355,V2,63,A70,A72
14356,V9,47,A33,A47
14357,V15,34,A51,A53
14358,V5,23,A23,A71
14359,V10,62,A58,A66
14360,V8,86,A11,A29
14361,V4,33,A1,A13
14362,V14,42,A51,A56
14363,V2,29,A46,A60
14364,V13,41,A63,A69
14365,V16,62,A41,A68
14366,V6,33,A48,A62
14367,V1,94,A48,A74
14368,V3,85,A21,A38
14369,V17,99,A69,A72
14370,V20,50,A4,A26
14371,V20,79,A47,A73
14372,V17,74,A45,A75
14373,V13,53,A18,A40
14374,V10,31,A23,A64
14375,V7,91,A71,A72
14376,V15,70,A73,A74
14377,V6,88,A18,A68
14378,V18,81,A46,A59
14379,V10,96,A58,A75
14380,V12,22,A32,A45
14381,V5,89,A5,A18
14382,V8,44,A58,A67
14383,V4,98,A7,A64
14384,V19,51,A68,A70
14385,V1,95,A12,A40
14386,V19,64,A7,A42
14387,V14,36,A47,A51
14388,V10,35,A28,A34
14389,V8,85,A45,A48
14390,V8,88,A30,A64
14391,V5,76,A54,A66
14392,V12,29,A14,A68
14393,V2,45,A19,A22
14394,V13,28,A4,A32
14395,V17,63,A72,A74
14396,V6,54,A55,A74
14397,V14,38,A49,A69
14398,V11,92,A29,A38
14399,V8,98,A32,A63
14400,V20,74,A14,A22
14401,V6,86,A31,A57
14402,V18,75,A55,A64
14403,V4,42,A32,A60
14404,V16,50,A74,A75
14405,V8,65,A52,A59
14406,V3,50,A65,A69
14407,V14,85,A74,A75
14408,V4,82,A4,A37
14409,V12,79,A27,A38
14410,V18,69,A53,A69
14411,V14,55,A15,A31
14412,V7,77,A16,A70
14413,V9,55,A27,A71
14414,V20,53,A40,A50
14415,V17,48,A34,A58
14416,V6,53,A66,A73
14417,V16,36,A11,A52
14418,V10,89,A74,A75
14419,V4,37,A52,A67
14420,V8,32,A65,A71
14421,V18,69,A19,A25
14422,V17,25,A39,A64
14423,V9,21,A45,A65
14424,V6,35,A38,A55
14425,V19,88,A2,A60
14426,V14,73,A53,A67
14427,V15,62,A1,A71
14428,V3,92,A24,A70
14429,V8,76,A59,A75
14430,V14,60,A12,A37
14431,V6,33,A58,A65
14432,V18,24,A67,A70
14433,V4,38,A45,A61
14434,V14,23,A36,A72
14435,V10,63,A37,A64
14436,V20,47,A67,A75
14437,V13,70,A67,A70
14438,V15,34,A74,A75
14439,V5,79,A21,A35
14440,V20,34,A5,A39
14441,V6,98,A64,A68
14442,V5,58,A15,A56
14443,V2,49,A50,A65
14444,V9,75,A24,A75
14445,V14,45,A73,A75
14446,V1,78,A30,A45
14447,V4,72,A13,A17
14448,V7,42,A41,A48
14449,V10,98,A34,A62
14450,V1,32,A33,A74
14451,V20,56,A65,A72
14452,V16,55,A50,A52
14453,V13,24,A50,A71
14454,V17,80,A35,A45
14455,V2,67,A69,A75
14456,V6,85,A68,A72
14457,V7,25,A29,A32
14458,V3,73,A41,A54
14459,V6,63,A62,A69
14460,V7,94,A35,A74
14461,V6,84,A27,A70
14462,V20,77,A10,A66
14463,V1,71,A34,A51
14464,V14,92,A14,A17
14465,V4,84,A69,A72
14466,V1,82,A5,A37
14467,V8,79,A5,A9
14468,V3,52,A31,A37
14469,V4,56,A7,A44
14470,V10,41,A4,A53
14471,V11,64,A48,A52
14472,V14,73,A12,A64
14473,V9,70,A64,A68
14474,V6,26,A29,A46
14475,V12,51,A51,A66
14476,V19,77,A15,A33
14477,V5,45,A52,A70
14478,V7,37,A13,A42
14479,V12,68,A20,A72
14480,V18,28,A8,A29
14481,V17,40,A44,A66
14482,V17,85,A46,A57
14483,V9,47,A21,A51
14484,V12,86,A55,A71
14485,V3,37,A64,A68
14486,V16,77,A62,A67
14487,V14,91,A51,A61
14488,V18,74,A67,A68
14489,V17,20,A14,A20
14490,V7,26,A69,A70
14491,V11,47,A35,A40
14492,V17,70,A23,A26
14493,V7,27,A66,A68
14494,V8,94,A62,A64
14495,V5,79,A43,A63
14496,V9,73,A60,A68
14497,V17,50,A34,A54
14498,V13,54,A59,A60
14499,V1,90,A10,A42
14500,V15,26,A13,A63
14501,V4,47,A6,A14
14502,V3,32,A73,A74
14503,V19,67,A65,A75
14504,V18,76,A37,A56
14505,V18,30,A22,A49
14506,V3,88,A59,A75
14507,V16,36,A49,A66
14508,V7,66,A42,A60
14509,V2,34,A42,A72
14510,V7,35,A13,A17
14511,V4,47,A72,A73
14512,V15,71,A65,A73
14513,V14,86,A55,A59
14514,V7,97,A2,A75
14515,V11,41,A7,A56
14516,V15,49,A40,A64
14517,V2,36,A40,A41
14518,V14,28,A65,A74
14519,V4,71,A37,A49
14520,V2,82,A17,A26
14521,V5,42,A8,A29
14522,V19,94,A3,A19
14523,V20,53,A28,A54
14524,V12,90,A13,A54
14525,V14,40,A63,A73
14526,V18,80,A52,A59
14527,V13,61,A8,A48
14528,V12,98,A55,A56
14529,V16,24,A24,A26
14530,V14,30,A23,A33
14531,V14,70,A58,A73
14532,V20,36,A39,A48
14533,V1,21,A65,A71
14534,V5,52,A62,A63
14535,V16,73,A45,A55
14536,V5,25,A23,A60
14537,V14,28,A18,A75
14538,V3,50,A32,A72
14539,V16,77,A58,A73
14540,V18,53,A8,A24
14541,V17,70,A64,A70
14542,V13,25,A34,A39
14543,V8,40,A9,A32
14544,V1,38,A34,A44
14545,V4,88,A52,A59
14546,V8,46,A24,A56
14547,V18,55,A14,A38
14548,V18,85,A48,A62
14549,V7,71,A6,A55
14550,V2,26,A30,A61
14551,V16,99,A32,A50
14552,V5,64,A40,A41
14553,V17,45,A3,A15
14554,V7,60,A9,A58
14555,V5,76,A63,A71
14556,V13,40,A62,A68
14557,V16,76,A32,A46
14558,V16,23,A47,A57
14559,V2,80,A10,A66
14560,V17,39,A16,A58
14561,V13,81,A26,A73
14562,V14,98,A52,A73
14563,V8,73,A45,A71
14564,V9,72,A9,A27
14565,V6,58,A67,A73
14566,V2,51,A40,A62
14567,V5,43,A38,A42
14568,V8,44,A29,A70
14569,V17,43,A19,A37
14570,V7,66,A61,A68
14571,V11,92,A24,A53
14572,V7,98,A23,A30
14573,V9,77,A35,A51
14574,V11,45,A22,A52
14575,V6,97,A6,A56
14576,V16,38,A58,A69
14577,V10,92,A32,A65
14578,V12,45,A20,A72
14579,V13,20,A14,A73
14580,V13,71,A37,A39
14581,V3,54,A45,A51
14582,V1,36,A11,A58
14583,V10,27,A28,A66
14584,V7,50,A52,A57
14585,V2,88,A13,A43
14586,V15,41,A45,A69
14587,V15,66,A68,A73
14588,V17,54,A13,A37
14589,V5,23,A18,A40
14590,V15,89,A64,A74
14591,V7,72,A73,A75
14592,V13,99,A36,A37
14593,V3,58,A45,A71
14594,V11,35,A42,A65
14595,V6,62,A52,A72
14596,V4,94,A2,A64
14597,V18,27,A3,A29
14598,V15,82,A36,A53
14599,V8,35,A41,A75
14600,V15,63,A1,A65
14601,V12,43,A32,A38
14602,V17,97,A24,A27
14603,V7,78,A27,A57
14604,V20,27,A18,A41
14605,V9,34,A36,A61
14606,V12,94,A40,A62
14607,V1,57,A72,A74
14608,V19,81,A71,A73
14609,V12,32,A25,A70
14610,V11,44,A29,A63
14611,V5,80,A39,A50
14612,V1,22,A18,A67
14613,V18,42,A6,A57
14614,V7,92,A49,A65
14615,V18,94,A29,A60
14616,V14,89,A42,A46
14617,V4,44,A40,A50
14618,V11,76,A35,A57
14619,V1,94,A24,A27
14620,V8,49,A13,A60
14621,V15,35,A19,A66
14622,V13,62,A66,A70
14623,V11,45,A42,A58
14624,V16,23,A52,A60
14625,V4,30,A5,A52
14626,V1,81,A70,A73
14627,V11,73,A30,A50
14628,V19,47,A69,A75
14629,V7,63,A68,A75
14630,V1,37,A57,A73
14631,V12,95,A46,A70
14632,V10,25,A66,A69
14633,V14,20,A53,A68
14634,V13,74,A57,A68
14635,V13,32,A30,A55
14636,V17,30,A74,A75
14637,V7,69,A33,A36
14638,V8,72,A72,A73
14639,V15,44,A5,A70
14640,V6,63,A8,A13
14641,V19,62,A42,A74
14642,V14,78,A71,A75
14643,V10,31,A44,A72
14644,V18,86,A39,A64
14645,V7,51,A45,A66
14646,V5,70,A73,A74
14647,V14,64,A10,A53
14648,V17,43,A22,A54
14649,V1,20,A73,A74
14650,V5,63,A41,A59
14651,V11,90,A38,A62
14652,V18,74,A35,A39
14653,V19,33,A31,A35
14654,V4,65,A69,A74
14655,V12,71,A45,A47
14656,V20,89,A17,A52
14657,V13,25,A13,A15
14658,V14,53,A64,A69
14659,V17,28,A60,A69
14660,V14,98,A10,A23
14661,V4,51,A54,A55
14662,V13,27,A46,A63
14663,V15,99,A57,A64
14664,V2,95,A32,A58
14665,V16,41,A71,A72
14666,V1,93,A69,A70
14667,V13,66,A3,A71
14668,V5,36,A34,A52
14669,V14,24,A60,A70
14670,V13,96,A41,A71
14671,V13,90,A43,A65
14672,V9,52,A47,A63
14673,V5,99,A35,A61
14674,V16,21,A13,A73
14675,V8,82,A45,A47
14676,V17,78,A9,A22
14677,V5,45,A73,A75
14678,V20,66,A48,A57
14679,V20,54,A36,A63
14680,V8,42,A57,A60
14681,V18,93,A68,A75
14682,V10,25,A51,A74
14683,V6,41,A37,A55
14684,V17,96,A63,A68
14685,V15,79,A37,A59
14686,V13,59,A50,A62
14687,V16,27,A74,A75
14688,V15,65,A28,A51
14689,V1,59,A55,A64
14690,V11,56,A10,A60
14691,V11,86,A33,A66
14692,V1,62,A49,A56
14693,V5,71,A27,A53
14694,V2,45,A24,A28
14695,V4,68,A7,A19
14696,V15,31,A47,A70
14697,V14,59,A57,A59
14698,V16,43,A3,A36
14699,V5,85,A57,A59
14700,V7,48,A41,A75
14701,V4,83,A10,A56
14702,V3,89,A23,A37
14703,V14,37,A69,A73
14704,V16,43,A43,A45
14705,V13,31,A38,A55
14706,V13,31,A34,A63
14707,V18,70,A12,A25
14708,V7,39,A18,A71
14709,V13,44,A44,A49
14710,V1,71,A2,A58
14711,V7,86,A25,A42
14712,V2,61,A33,A42
14713,V15,35,A68,A71
14714,V10,97,A68,A71
14715,V19,48,A63,A73
14716,V8,50,A2,A15
14717,V9,58,A4,A7
14718,V5,66,A45,A48
14719,V9,73,A66,A73
14720,V1,28,A65,A69
14721,V15,34,A54,A73
14722,V12,36,A68,A72
14723,V1,37,A14,A65
14724,V8,21,A61,A74
14725,V6,99,A66,A69
14726,V9,46,A26,A38
14727,V12,82,A69,A74
14728,V20,29,A69,A71
14729,V15,58,A56,A70
14730,V1,83,A30,A58
14731,V8,45,A26,A65
14732,V12,33,A58,A64
14733,V18,55,A44,A58
14734,V17,54,A33,A37
14735,V3,84,A64,A70
14736,V1,63,A61,A63
14737,V16,36,A57,A66
14738,V15,29,A12,A47
14739,V7,74,A55,A62
14740,V18,58,A7,A60
14741,V8,59,A67,A70
14742,V3,63,A23,A24
14743,V13,24,A66,A68
14744,V19,20,A56,A72
14745,V17,71,A42,A49
14746,V2,49,A9,A17
14747,V18,41,A3,A15
14748,V5,23,A20,A57
14749,V6,33,A68,A69
14750,V17,76,A18,A66
14751,V10,79,A69,A72
14752,V13,69,A36,A60
14753,V13,95,A24,A34
14754,V8,79,A13,A35
14755,V3,30,A13,A57
14756,V15,93,A18,A50
14757,V6,33,A8,A29
14758,V5,99,A50,A73
14759,V13,90,A26,A46
14760,V2,69,A61,A64
14761,V16,72,A52,A67
14762,V18,32,A34,A47
14763,V15,33,A62,A66
14764,V3,88,A69,A75
14765,V20,73,A13,A69
14766,V12,99,A8,A26
14767,V8,58,A40,A56
14768,V2,41,A16,A36
14769,V9,79,A60,A61
14770,V12,61,A36,A70
14771,V3,62,A3,A66
14772,V1,64,A29,A43
14773,V12,93,A46,A61
14774,V8,32,A41,A57
14775,V13,99,A7,A47
14776,V17,69,A41,A67
14777,V14,33,A66,A72
14778,V5,43,A72,A75
14779,V18,67,A15,A75
14780,V5,76,A26,A31
14781,V15,54,A70,A75
14782,V10,76,A11,A71
14783,V12,25,A23,A68
14784,V10,93,A56,A64
14785,V18,33,A54,A66
14786,V2,49,A11,A72
14787,V10,59,A71,A74
14788,V19,27,A3,A25
14789,V2,68,A18,A55
14790,V6,70,A38,A75
14791,V16,39,A30,A44
14792,V15,80,A49,A72
14793,V3,59,A23,A48
14794,V4,22,A47,A70
14795,V3,97,A74,A75
14796,V8,39,A4,A32
14797,V8,30,A32,A50
14798,V5,95,A62,A74
14799,V20,33,A22,A46
14800,V4,88,A18,A42
14801,V19,49,A18,A57
14802,V10,77,A50,A53
14803,V8,96,A30,A63
14804,V5,99,A68,A69
14805,V12,27,A30,A50
14806,V16,85,A17,A75
14807,V18,22,A64,A68
14808,V2,89,A28,A74
14809,V12,42,A53,A68
14810,V6,52,A45,A67
14811,V6,91,A26,A39
14812,V5,71,A45,A50
14813,V8,69,A22,A31
14814,V18,36,A65,A75
14815,V8,60,A37,A68
14816,V12,41,A27,A38
14817,V20,28,A57,A63
14818,V4,90,A67,A70
14819,V4,99,A31,A67
14820,V19,32,A50,A63
14821,V4,78,A4,A37
14822,V20,68,A21,A32
14823,V20,54,A70,A72
14824,V4,98,A71,A74
14825,V4,26,A25,A33
14826,V10,89,A58,A60
14827,V9,38,A66,A71
14828,V6,29,A20,A45
14829,V17,21,A25,A63
14830,V6,85,A51,A60
14831,V3,71,A18,A73
14832,V17,46,A38,A51
14833,V8,75,A18,A25
14834,V8,32,A74,A75
14835,V5,82,A51,A54
14836,V20,27,A59,A69
14837,V9,50,A22,A25
14838,V1,32,A74,A75
14839,V19,98,A57,A58
14840,V13,52,A12,A66
14841,V18,80,A22,A65
14842,V1,67,A23,A24
14843,V3,28,A23,A57
14844,V16,21,A47,A64
14845,V2,79,A72,A75
14846,V20,48,A4,A8
14847,V20,49,A36,A62
14848,V6,23,A4,A24
14849,V7,40,A53,A57
14850,V19,61,A61,A69
14851,V9,45,A31,A75
14852,V6,44,A53,A59
14853,V19,41,A49,A53
14854,V1,61,A21,A38
14855,V11,82,A8,A46
14856,V6,37,A19,A72
14857,V1,77,A20,A44
14858,V8,74,A65,A69
14859,V6,67,A72,A75
14860,V7,35,A52,A62
14861,V6,26,A64,A73
14862,V16,60,A74,A75
14863,V20,52,A9,A57
14864,V9,43,A36,A45
14865,V6,82,A8,A50
14866,V4,22,A34,A39
14867,V15,22,A7,A20
14868,V10,25,A33,A67
14869,V4,21,A56,A72
14870,V11,35,A29,A59
14871,V1,33,A24,A33
14872,V5,94,A12,A51
14873,V12,41,A48,A63
14874,V16,94,A38,A59
14875,V16,98,A9,A75
14876,V12,79,A26,A60
14877,V6,42,A8,A35
14878,V11,24,A6,A24
14879,V5,75,A68,A70
14880,V19,68,A35,A66
14881,V7,33,A49,A69
14882,V19,44,A74,A75
14883,V6,60,A13,A38
14884,V20,92,A6,A31
14885,V2,69,A11,A12
14886,V7,99,A42,A65
14887,V13,76,A13,A57
14888,V16,55,A40,A73
14889,V14,76,A50,A56
14890,V9,69,A68,A72
14891,V8,79,A52,A70
14892,V17,68,A11,A66
14893,V8,33,A37,A60
14894,V19,83,A53,A54
14895,V14,65,A32,A61
14896,V6,86,A20,A47
14897,V11,85,A6,A49
14898,V5,88,A3,A40
14899,V18,20,A6,A67
14900,V2,27,A59,A63
14901,V15,59,A7,A14
14902,V1,73,A57,A74
14903,V9,93,A2,A30
14904,V1,69,A70,A71
14905,V19,33,A3,A71
14906,V6,49,A62,A69
14907,V13,63,A21,A52
14908,V18,45,A50,A53
14909,V12,54,A1,A42
14910,V20,48,A35,A56
14911,V4,35,A59,A75
14912,V3,59,A41,A55
14913,V16,71,A23,A38
14914,V7,85,A3,A25
14915,V17,91,A54,A61
14916,V19,37,A71,A72
14917,V9,90,A3,A32
14918,V10,71,A69,A74
14919,V3,69,A62,A74
14920,V16,85,A8,A11
14921,V17,89,A7,A50
14922,V5,22,A4,A57
14923,V7,87,A60,A65
14924,V13,97,A34,A54
14925,V18,92,A13,A41
14926,V4,32,A15,A30
14927,V13,86,A37,A40
14928,V16,43,A1,A36
14929,V13,21,A2,A59
14930,V16,85,A48,A64
14931,V11,31,A9,A47
14932,V15,33,A20,A45
14933,V3,77,A11,A43
14934,V5,25,A57,A73
14935,V15,98,A65,A75
14936,V17,85,A49,A60
14937,V9,98,A45,A53
14938,V13,81,A37,A58
14939,V12,72,A30,A66
14940,V13,45,A34,A55
14941,V16,63,A14,A34
14942,V14,26,A24,A66
14943,V2,53,A17,A39
14944,V6,99,A55,A58
14945,V16,39,A35,A67
14946,V13,89,A49,A64
14947,V20,71,A53,A58
14948,V18,54,A32,A62
14949,V14,71,A20,A59
14950,V15,45,A38,A55
14951,V20,39,A63,A69
14952,V19,98,A13,A15
14953,V13,22,A52,A53
14954,V2,59,A15,A37
14955,V14,43,A24,A43
14956,V20,38,A52,A55
14957,V1,83,A7,A50
14958,V4,59,A41,A73
14959,V4,58,A40,A50
14960,V19,56,A26,A65
14961,V16,44,A9,A14
14962,V9,99,A19,A48
14963,V18,34,A58,A63
14964,V3,97,A24,A54
14965,V8,91,A21,A52
14966,V11,81,A21,A34
14967,V18,26,A54,A57
14968,V14,30,A72,A73
14969,V6,58,A72,A73
14970,V11,71,A19,A39
14971,V10,69,A40,A41
14972,V14,55,A33,A50
14973,V12,62,A53,A58
14974,V3,84,A73,A75
14975,V12,28,A59,A72
14976,V17,37,A5,A43
14977,V1,80,A38,A67
14978,V5,59,A39,A59
14979,V17,93,A54,A65
14980,V16,64,A41,A64
14981,V8,35,A56,A73
14982,V16,67,A44,A54
14983,V20,22,A74,A75
14984,V1,20,A1,A32
14985,V9,25,A72,A75
14986,V17,94,A7,A45
14987,V19,63,A74,A75
14988,V15,46,A12,A35
14989,V4,45,A45,A73
14990,V9,47,A11,A43
14991,V6,71,A8,A56
14992,V17,24,A63,A65
14993,V7,85,A4,A32
14994,V16,21,A72,A75
14995,V9,41,A9,A17
14996,V5,78,A61,A75
14997,V3,34,A3,A26
14998,V15,50,A63,A66
14999,V2,23,A51,A75
15000,V11,23,A13,A35
15001,V3,64,A47,A73
15002,V20,65,A11,A16
15003,V19,25,A67,A71
15004,V17,60,A63,A74
15005,V18,75,A45,A68
15006,V13,83,A41,A75
15007,V18,84,A20,A63
15008,V9,77,A52,A57
15009,V19,77,A5,A23
15010,V2,67,A22,A67
15011,V20,66,A14,A59
15012,V16,83,A32,A72
15013,V7,60,A18,A57
15014,V9,27,A26,A27
15015,V14,50,A44,A70
15016,V18,64,A52,A57
15017,V17,24,A27,A38
15018,V14,28,A23,A25
15019,V11,65,A31,A72
15020,V10,48,A29,A63
15021,V3,73,A21,A60
15022,V14,53,A34,A41
15023,V6,36,A29,A70
15024,V15,95,A1,A3
15025,V6,79,A41,A69
15026,V2,53,A48,A50
15027,V7,89,A65,A70
15028,V1,91,A47,A57
15029,V6,89,A64,A71
15030,V8,58,A65,A70
15031,V16,46,A39,A67
15032,V19,76,A16,A53
15033,V20,38,A52,A75
15034,V13,97,A5,A35
15035,V4,59,A43,A52
15036,V11,57,A25,A52
15037,V19,88,A29,A72
15038,V10,92,A10,A30
15039,V8,22,A15,A32
15040,V14,49,A37,A41
15041,V4,35,A3,A5
15042,V14,83,A58,A60
15043,V20,64,A41,A48
15044,V8,81,A14,A16
15045,V4,40,A16,A66
15046,V9,49,A44,A63
15047,V7,73,A25,A52
15048,V13,96,A17,A58
15049,V9,71,A44,A55
15050,V9,73,A48,A55
15051,V15,55,A10,A58
15052,V14,37,A44,A57
15053,V10,57,A69,A70
15054,V8,92,A35,A54
15055,V2,96,A10,A47
15056,V10,95,A17,A72
15057,V1,55,A33,A50
15058,V16,83,A34,A55
15059,V16,99,A34,A65
15060,V1,83,A69,A70
15061,V14,37,A5,A24
15062,V13,95,A7,A13
15063,V14,45,A23,A59
15064,V17,45,A71,A75
15065,V1,57,A13,A71
15066,V11,71,A55,A56
15067,V5,79,A26,A57
15068,V2,61,A61,A73
15069,V8,38,A39,A57
15070,V1,94,A51,A59
15071,V1,49,A12,A15
15072,V17,86,A34,A71
15073,V4,45,A38,A61
15074,V17,90,A30,A57
15075,V11,59,A72,A74
15076,V2,98,A48,A70
15077,V16,59,A5,A39
15078,V2,77,A38,A61
15079,V12,37,A61,A65
15080,V18,37,A10,A22
15081,V5,34,A15,A31
15082,V1,49,A25,A67
15083,V17,29,A20,A57
15084,V10,55,A73,A74
15085,V18,88,A26,A63
15086,V17,81,A9,A38
15087,V14,71,A1,A48
15088,V1,46,A11,A16
15089,V12,91,A4,A60
15090,V13,74,A53,A56
15091,V5,36,A64,A74
15092,V2,77,A1,A45
15093,V7,93,A27,A72
15094,V3,97,A18,A21
15095,V5,94,A57,A64
15096,V3,98,A14,A70
15097,V1,52,A30,A38
15098,V15,84,A59,A66
15099,V10,73,A49,A68
15100,V10,73,A63,A68
15101,V19,65,A8,A23
15102,V20,61,A26,A72
15103,V9,75,A21,A49
15104,V16,63,A59,A66
15105,V20,57,A32,A54
15106,V19,76,A30,A43
15107,V12,85,A63,A66
15108,V2,44,A73,A74
15109,V4,60,A34,A37
15110,V16,62,A13,A47
15111,V17,98,A67,A69
15112,V6,47,A67,A68
15113,V14,77,A61,A67
15114,V3,41,A70,A74
15115,V1,44,A59,A75
15116,V1,92,A41,A57
15117,V13,54,A40,A42
15118,V18,84,A30,A44
15119,V10,77,A24,A65
15120,V7,90,A69,A70
15121,V19,76,A30,A65
15122,V2,52,A46,A68
15123,V1,48,A13,A72
15124,V5,50,A16,A62
15125,V20,93,A17,A74
15126,V4,93,A49,A66
15127,V9,76,A10,A22
15128,V8,46,A19,A40
15129,V14,65,A24,A51
15130,V8,35,A42,A66
15131,V8,40,A40,A55
15132,V18,59,A38,A49
15133,V1,80,A35,A59
15134,V4,56,A45,A56
15135,V4,39,A54,A61
15136,V4,47,A61,A69
15137,V4,79,A9,A26
15138,V10,84,A24,A30
15139,V7,99,A47,A72
15140,V9,57,A15,A17
15141,V15,63,A40,A52
15142,V4,33,A58,A66
15143,V1,77,A61,A67
15144,V9,56,A59,A74
15145,V7,86,A30,A41
15146,V18,40,A8,A60
